split,image,mask
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2578.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2578.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/134.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/134.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1994.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1994.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2992.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2992.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/3013.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/3013.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2307.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2307.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/698.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/698.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2959.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2959.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2326.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2326.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2655.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2655.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2833.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2833.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1445.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1445.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1267.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1267.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/661.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/661.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1587.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1587.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/3020.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/3020.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2911.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2911.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1387.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1387.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/898.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/898.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/634.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/634.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/678.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/678.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1832.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1832.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/773.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/773.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1621.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1621.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2723.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2723.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2350.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2350.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1931.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1931.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/608.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/608.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/544.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/544.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2240.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2240.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/181.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/181.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2029.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2029.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/726.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/726.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2080.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2080.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1250.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1250.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1736.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1736.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/391.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/391.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/3044.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/3044.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/123.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/123.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2262.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2262.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1610.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1610.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/461.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/461.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/922.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/922.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2786.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2786.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2304.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2304.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1049.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1049.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2423.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2423.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2461.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2461.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2467.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2467.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/382.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/382.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2112.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2112.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1420.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1420.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/838.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/838.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1071.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1071.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1391.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1391.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1173.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1173.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1875.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1875.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2643.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2643.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2727.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2727.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1950.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1950.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/692.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/692.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/598.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/598.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2471.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2471.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2056.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2056.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2894.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2894.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/907.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/907.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/439.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/439.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1019.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1019.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/306.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/306.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/711.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/711.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1196.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1196.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/932.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/932.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/973.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/973.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2129.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2129.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1990.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1990.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1359.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1359.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/988.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/988.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2972.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2972.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2100.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2100.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1979.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1979.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/657.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/657.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1514.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1514.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2449.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2449.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/894.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/894.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2481.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2481.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2660.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2660.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/748.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/748.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2243.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2243.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/319.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/319.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1002.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1002.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2357.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2357.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2474.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2474.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1331.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1331.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/136.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/136.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2185.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2185.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/254.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/254.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2648.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2648.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2564.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2564.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1050.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1050.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/153.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/153.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2532.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2532.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/490.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/490.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/596.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/596.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/287.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/287.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1944.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1944.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2937.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2937.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/876.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/876.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/527.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/527.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2883.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2883.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/277.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/277.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2268.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2268.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1606.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1606.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1728.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1728.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2943.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2943.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2293.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2293.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2869.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2869.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/331.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/331.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1396.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1396.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2871.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2871.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1041.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1041.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1904.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1904.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1264.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1264.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2433.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2433.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/851.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/851.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/743.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/743.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1253.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1253.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/532.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/532.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/208.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/208.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1194.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1194.png
